ID	GENE_SYMBOL
56138	ZMAT4
56139	EXTL2
56140	TFAP2A
56141	FBN2
56142	C6orf72
56143	OR2S2
56144	XLOC_003634
56145	B9D1
56146	PCLO
56147	MAGEA6
56149	EIF4EBP2
56151	ARHGAP26
56152	FAM47A
56153	CRB1
56154	XLOC_003266
56155	NEK4
56156	TMEM51
56158	ANKRD36B
56159	GOLGA2P5
56160	XLOC_004040
56161	KIRREL3
56163	SLC6A16
56164	PDLIM7
56165	TMEM191B
56166	UBTD1
56167	XLOC_l2_001841
56168	C9orf156
56169	LOC100129961
56171	XLOC_l2_013456
56172	MIR600HG
56173	LRIG1
56174	LOC388813
56175	CD2
56176	CAT
56177	C8orf28
56178	XLOC_l2_012021
56179	FGF1
56180	Q442D3
56181	ZBTB37
56182	XLOC_005414
56183	LOC100128869
56184	PLCH1
56185	FAM40A
56187	XLOC_005737
56188	SPINK14
56189	CD4
56190	SMARCAD1
56192	LOC100132363
56193	SFRP1
56194	LOC100505492
56195	XLOC_009110
56197	KIAA0146
56198	C6orf118
56200	TRAPPC1
56201	FLJ41484
56202	RNF145
56205	DUSP6
56206	C8orf22
56207	ROR1
56208	RYR2
56209	B4GALNT3
56210	UBAP1
56213	SNORD93
56214	XLOC_001628
56215	SEPT7P2
56216	XLOC_002612
56217	CATSPERB
56218	OR2A9P
56219	SLC25A23
56220	NACC2
56221	FUT1
56223	TMEM136
56224	SNORD113-3
56225	LOC644649
56226	CCDC108
56227	LOC100508633
56228	XLOC_l2_014694
56229	GPR87
56230	XLOC_009608
56231	DEFB133
56232	XLOC_005573
56233	XLOC_001265
56235	ARHGEF40
56237	XLOC_002018
56238	GSX1
56239	ROM1
56240	C9orf102
56241	CTSD
56242	ZNF318
56243	FANCF
56244	LOC285389
56245	MEN1
56246	LOC100134040
56247	PPM1F
56248	CABYR
56249	LOC388553
56250	KIAA1107
56251	TLR2
56252	XLOC_010934
56253	TSPAN4
56254	ELMO1
56255	PAK3
56256	RFX8
56257	KDM4C
56258	LOC554201
56259	XLOC_l2_004757
56260	XLOC_004198
56261	GJB2
56262	SIRT5
56264	XLOC_012613
56265	CDRT8
56269	XLOC_004882
56270	TTLL9
56272	SFR1
56273	XLOC_l2_015764
56274	LOC253573
56275	XLOC_005344
56276	XLOC_010241
56277	XLOC_008759
56278	KLK11
56279	LOC440297
56280	BNIP2
56281	RPL36A
56282	SLC10A3
56283	A2M
56285	XLOC_006925
56286	ZNF311
56288	XLOC_l2_002271
56289	CDCP1
56290	LOC284260
56291	S100A7
56293	MAK16
56294	NSUN7
56295	XLOC_005520
56296	C7orf26
56297	LOC100505679
56298	MYO3B
56299	SFRP2
56301	GRID1
56304	XLOC_004397
56305	LOC100505679
56307	DNAAF1
56308	PRKXP1
56309	FURIN
56310	XLOC_012884
56311	NRD1
56312	OR51V1
56313	XLOC_l2_001064
56315	ZDHHC3
56316	XLOC_013323
56317	ALDH3B1
56318	HIST1H2AE
56319	LDB2
56320	NOA1
56321	FAM117B
56322	EMILIN1
56323	XLOC_002145
56324	XLOC_001134
56325	LOC100507462
56326	ZNF667
56327	LOC100287314
56328	PRTFDC1
56330	AKAP8
56331	CKLF
56332	TNFSF11
56333	ZNF250
56334	ZSWIM7
56335	BOC
56336	SYK
56337	XLOC_001102
56338	HM13
56339	TUG1
56340	C1orf9
56342	LOC100130097
56343	LOC100506374
56344	MMP1
56347	HOXB2
56348	LOC100129447
56349	FMNL2
56350	XLOC_000266
56351	LRCH1
56352	C1orf201
56354	LOC100505623
56355	FAM8A1
56356	GML
56359	PROCR
56360	PPP1R2
56361	LOC100653268
56362	APOB
56363	XLOC_010739
56365	LOC729658
56366	TAS2R41
56367	NAPSA
56368	C15orf43
56369	PMEPA1
56370	SEPT7P2
56371	ZMAT3
56372	C1orf144
56373	VCX2
56374	CSAG2
56375	HBB
56376	XLOC_003167
56377	XLOC_010828
56378	XLOC_002235
56379	XLOC_l2_007437
56380	XLOC_008702
56382	OTOP2
56383	XLOC_006994
56384	ADAMTS16
56385	SLIT1
56386	SRC
56387	TNFSF18
56388	NDST3
56389	KLF2
56390	ANP32E
56391	LOC100128682
56392	CD200
56393	MATN4
56394	HNRNPH3
56395	ANKRD62
56396	LEPROT
56397	FREM2
56398	LOC338758
56399	MRPS24
56400	MYO7A
56401	XLOC_011567
56402	GOLT1B
56403	LINC00113
56404	CIB3
56405	XLOC_l2_012374
56406	ZNF586
56407	XLOC_l2_007644
56408	B4GALT1
56409	XLOC_005049
56410	SGCD
56411	CBS
56412	XLOC_009006
56413	KRT38
56414	LOC100130051
56415	PURB
56416	NFKBIB
56417	ANAPC1
56418	CHMP5
56419	CCDC59
56420	XLOC_001708
56421	SLC2A7
56422	SNORD64
56424	TSNAX
56425	LOC100130899
56426	XLOC_001339
56427	BOLA2B
56428	SETMAR
56429	MUC8
56430	SAP25
56433	CCDC70
56434	CNOT10
56435	XLOC_l2_015441
56436	XLOC_l2_003757
56437	LOC151658
56438	PTPRK
56439	HRH3
56440	IGF2BP2
56441	FKBP3
56442	LOC100507675
56443	ESYT3
56444	XLOC_005957
56445	TTTY2
56446	XLOC_000227
56447	Q8LKN9
56448	XLOC_l2_008313
56449	MAGEE1
56450	XLOC_012020
56452	XLOC_013584
56454	C5orf30
56455	WHAMMP3
56456	DCLK1
56457	TUBB8
56458	RPS6KL1
56459	ANKRD20A2
56460	ZNF260
56461	XLOC_009558
56462	MRPS12
56463	LINC00113
56465	SETD6
56466	ARIH1
56467	SPTB
56468	XLOC_011346
56469	IL18
56470	ANXA11
56471	LOC100505715
56473	XLOC_l2_001410
56474	CYTIP
56475	XLOC_002859
56476	XLOC_009389
56477	TSPYL4
56479	XLOC_000757
56480	SNORD94
56481	TNFRSF1B
56482	CEP57
56483	LOC729970
56484	OPHN1
56485	XLOC_014139
56486	XLOC_002725
56487	NF1
56489	LOC100130745
56491	XLOC_011296
56492	H19
56493	XLOC_001826
56495	XLOC_l2_015938
56497	CALHM3
56498	SNORA15
56499	AQP7P3
56500	GUCY1B3
56501	XLOC_011096
56502	SNX8
56503	TBPL1
56504	XLOC_004830
56507	HDGFRP2
56508	XLOC_003960
56509	ZNF701
56510	RHOT1
56511	COL4A4
56512	MTHFD2L
56513	PRDM11
56514	MTHFR
56515	XLOC_l2_000174
56516	OR6F1
56517	RGS2
56518	CXCR6
56519	ZCCHC7
56520	LOC100506312
56522	OTX2OS1
56525	LOC100506047
56526	PRMT3
56528	XLOC_014211
56529	PROM2
56530	ORC5
56531	XLOC_013805
56532	LOC100130152
56533	MPHOSPH8
56534	LRTM1
56535	PYDC2
56536	SLC39A7
56537	LOC100288594
56538	ASAP3
56539	EFS
56540	GLRB
56541	CCNB1
56542	XLOC_l2_012168
56543	XLOC_000468
56544	XLOC_002250
56545	XLOC_l2_013124
56546	GNG4
56547	FLJ31485
56548	BICD1
56549	ZCCHC17
56550	LOC407835
56551	EIF3G
56552	ZNF766
56553	DYNLT1
56554	RUFY2
56555	MGAT5B
56556	PAK1IP1
56557	IGFBP2
56560	SYT2
56561	ABCC6
56563	C7orf71
56564	HNRNPKP3
56565	XLOC_003578
56566	XLOC_l2_015098
56567	C12orf49
56568	EGFL6
56569	ING3
56570	PCSK1
56571	S100A7
56572	LBP
56573	XLOC_007243
56574	XLOC_002569
56575	NECAB2
56579	CLEC4F
56580	MIF
56581	NFU1
56582	C1orf123
56584	HSP90AA1
56585	Q5SRJ3
56586	LRP2BP
56587	CLIC2
56588	DNAJC9
56589	KIF1B
56590	LOC100507568
56591	FLCN
56592	MAPKAPK5
56593	NRIP1
56594	SUMO3
56595	LOC100653149
56596	RPN2
56597	LOC283731
56598	XLOC_l2_008203
56599	EPHB6
56601	POC1B
56602	XLOC_l2_015039
56603	MED12L
56604	OR2L3
56606	LOC100131831
56607	LOC280665
56608	TTC22
56609	JPX
56611	NDUFA6
56612	LOC100133857
56613	RNF111
56614	VSIG8
56615	TSPAN7
56616	XLOC_005362
56617	PCNX
56619	PHF1
56620	CCDC68
56621	GZF1
56622	BAALC
56623	RCCD1
56624	LINC00461
56625	ATG4B
56626	RGS2
56627	XLOC_012586
56628	LOC100129046
56630	XLOC_003069
56631	XLOC_001856
56632	TFAP2C
56633	LYSMD1
56634	LOC284276
56635	DENND4C
56636	C9orf85
56637	NKAP
56638	ZYG11B
56639	IPPK
56640	C2orf29
56641	XLOC_012397
56642	MTNR1A
56643	SPATA5L1
56644	LOC100653063
56645	FLJ32255
56646	FAM22D
56647	KRTAP5-5
56648	C4orf37
56649	XLOC_005372
56650	ITGB3BP
56651	CENPH
56652	RBM39
56654	LOC388946
56655	KPNA7
56656	XLOC_010847
56657	GRM6
56658	STK32C
56659	SEMA3G
56660	LPIN3
56661	ENTPD5
56663	ZNF581
56664	TFF2
56665	DPYSL5
56666	LOC401557
56667	XLOC_l2_007167
56668	XLOC_013946
56669	XLOC_010253
56670	XLOC_002603
56672	LGALS13
56673	LINC00487
56674	FBLL1
56675	XLOC_007525
56677	TMEM209
56678	WFDC1
56679	PPP1CB
56680	BANP
56681	XLOC_009837
56682	XLOC_004145
56683	XLOC_012628
56684	OR4K13
56685	XLOC_008350
56686	DAZ2
56688	LOC285375
56689	UCHL5
56690	PPRC1
56691	TRIM17
56692	LOC648740
56694	XLOC_001745
56695	FGD2
56696	XLOC_014106
56697	AR
56698	SLC22A24
56699	ITGAV
56700	CC2D1B
56701	SCRN3
56702	C11orf54
56703	SYNPO2
56704	RBM33
56705	C5orf44
56706	HDDC2
56707	AHSA1
56708	XLOC_010352
56709	METTL21A
56710	XLOC_008402
56711	XLOC_005310
56712	XLOC_l2_009883
56713	XLOC_010061
56714	LRRC3B
56715	ITGA9
56716	C1orf186
56718	XLOC_007107
56719	XLOC_008406
56721	ZNF326
56722	XLOC_014003
56723	TTC32
56725	IL7R
56726	P39189
56727	HIST1H3G
56728	C4orf27
56729	TTC39A
56730	RBMY1B
56731	LOC100505987
56732	BID
56733	ZNF131
56734	WTIP
56735	XLOC_012428
56737	XLOC_005929
56739	CHD1
56740	XLOC_l2_010258
56741	LCE2D
56742	AR
56743	LOC728903
56745	AKAP5
56746	XLOC_011602
56747	C2orf29
56748	MAT2B
56749	HNRNPH2
56750	ATR
56752	PEX3
56753	XLOC_007354
56754	C6orf108
56756	SUMO3
56757	GAD1
56758	DOLK
56759	XRCC5
56760	OBFC1
56761	XIST
56762	DPYSL5
56763	XLOC_011256
56764	VAC14
56765	THAP10
56766	SKIV2L2
56767	FASLG
56768	THADA
56769	MTRR
56770	XLOC_003526
56771	LOC730139
56772	LINC00158
56773	ATP5E
56774	PNPLA2
56775	MTPAP
56777	DOCK9
56780	LSM10
56781	YME1L1
56782	KIF7
56784	LOC100133920
56785	LOC100505951
56786	LOC100128922
56787	MTCP1NB
56789	LOC729770
56790	ERCC8
56791	GNA14
56792	XLOC_002997
56793	NOTCH1
56794	ALDH5A1
56795	PRKG1
56796	XLOC_010908
56797	SVOP
56798	MACROD2
56799	FLJ45482
56800	XLOC_003449
56801	IER3
56802	UBXN6
56803	XLOC_009233
56805	FKBP1A
56806	XLOC_l2_002441
56807	IL31
56808	PGLYRP1
56809	CHAF1B
56810	XLOC_006705
56811	RPL3
56812	HOXD1
56813	HNRNPA2B1
56814	XLOC_006915
56815	GOSR2
56817	NT5C3L
56818	SPDYE4
56819	ITPR2
56820	XLOC_006051
56821	POLE4
56822	RND3
56823	CD200
56824	OR51B5
56825	XLOC_002924
56826	CD81
56827	HTR1F
56828	TBL2
56829	PMF1
56830	ZNF577
56832	C7orf66
56833	ATG4D
56835	PIWIL1
56836	KISS1
56837	UBR3
56838	LOC100130000
56839	HLA-DRB1
56840	ZNF213
56841	SDF2L1
56842	GFOD1
56843	PHYHD1
56844	XLOC_l2_010549
56845	XLOC_l2_008977
56846	SBF2
56847	XLOC_002254
56848	ARL13A
56849	RSAD2
56850	ICAM5
56851	CRYGC
56853	CLIP1
56854	NYNRIN
56855	MAGEB3
56856	FLJ40852
56857	XLOC_012568
56858	PLAA
56859	SEPP1
56860	LOC340357
56861	YWHAB
56862	CRTAM
56863	B4GALT5
56864	APOL4
56865	GAR1
56866	PUM1
56868	PRKAR2B
56869	RASSF5
56870	ZHX3
56871	SEPT7
56872	XLOC_000741
56873	SLC24A5
56874	MMGT1
56875	FAM55A
56876	XLOC_l2_007427
56877	LOC100506190
56878	CEP135
56880	C14orf109
56881	XLOC_011064
56882	XLOC_l2_001086
56883	XLOC_011437
56885	ABCG5
56887	XLOC_l2_013883
56888	XLOC_006882
56890	NBR2
56891	CD200
56892	STAU2
56893	ZFYVE28
56894	PPP1R10
56895	AKNAD1
56896	XLOC_l2_014182
56897	LINC00294
56898	HNRNPA3
56899	AMZ2
56900	KRTAP10-6
56901	SPDYE7P
56902	ADAMTSL5
56903	XLOC_005677
56904	XLOC_001847
56905	LOC100652770
56906	SNHG5
56907	TMPRSS2
56909	LOC100132352
56910	XLOC_001648
56912	HSPA1B
56913	SAMD12-AS1
56914	ZNF667
56915	LRP1
56916	PEX26
56917	S100A2
56918	XLOC_010681
56919	ZEB2
56920	PPP1R16A
56921	XLOC_002937
56922	XLOC_004765
56923	XLOC_l2_011728
56924	CTRL
56925	OSCP1
56927	XLOC_004292
56928	TERT
56929	XLOC_000686
56930	NMUR2
56931	ITPKA
56932	EGR1
56933	XLOC_002232
56934	YWHAB
56935	SCAMP5
56936	XLOC_010711
56937	FAM78B
56939	MIR143HG
56940	XLOC_002746
56941	HNRNPU
56942	HSPE1
56943	TLR2
56944	OR4K5
56945	PGF
56946	HYAL4
56948	CRYZ
56949	SLC3A1
56950	PLIN3
56951	KLK11
56952	XLOC_l2_009140
56953	BTF3P11
56954	S100A5
56955	CHEK2
56956	CDC20B
56957	LOC340113
56958	XLOC_005311
56959	FZD4
56960	MANBAL
56961	HMBS
56962	XLOC_014066
56963	PPBP
56964	XLOC_011172
56965	SDAD1
56966	XLOC_l2_010056
56967	LOC642852
56968	TGFB1I1
56969	NFS1
56970	AA06
56971	TPRG1
56972	XLOC_l2_011218
56973	STK36
56974	SLC22A2
56975	TMC5
56976	AGFG1
56977	LOC723809
56978	SLC2A4RG
56979	LOC729444
56980	C20orf3
56982	XLOC_001906
56983	RTKN2
56984	XLOC_003452
56985	RAB3IL1
56986	SNHG11
56987	EYS
56988	LONRF3
56991	NFYC
56992	FAM89B
56993	ZNF684
56994	KANK2
56996	BCL2A1
56997	CUL4B
56998	PTX3
56999	ATAD2
57000	KIAA1755
57001	EDN1
57003	SCN7A
57004	EIF2B1
57006	XLOC_003653
57007	DEAF1
57008	LOC645434
57009	RCN3
57010	LOC100507327
57011	INSL6
57012	LCA5
57013	OTUD6B
57014	HSBP1
57015	XLOC_l2_001289
57016	LOC441493
57017	ST6GALNAC1
57018	RNF149
57019	ANO7
57020	XLOC_l2_015766
57021	DNAH10
57022	PRKX
57023	BAHD1
57024	RGN
57025	AMIGO3
57026	LOC100506731
57027	PRAMEF1
57028	C20orf194
57029	RPP40
57030	CLASP1
57031	FOXG1
57032	XLOC_011171
57033	LOC401442
57034	PDE9A
57035	XLOC_011005
57037	LOC100129196
57039	C21orf119
57040	XLOC_001418
57042	LOC158402
57043	RBFOX2
57044	MRPL52
57045	XLOC_l2_013383
57046	XLOC_004478
57047	DDX51
57048	XLOC_010206
57049	HSD17B2
57051	RUNDC3B
57052	LYNX1
57053	AHR
57055	GDAP2
57056	XLOC_010357
57057	LBH
57058	LOC100132368
57059	XLOC_l2_012074
57060	MSMO1
57063	PTEN
57064	XLOC_004871
57065	LOC100505873
57066	MYOM1
57067	DYRK1A
57068	ADAMTS3
57069	ZNF668
57070	XLOC_004199
57071	BFAR
57072	LOC440117
57074	SIRPG
57075	XLOC_001740
57076	EDIL3
57077	KCNS2
57078	XLOC_l2_015529
57079	LINC00340
57080	CUZD1
57081	PLXDC1
57083	C10orf57
57084	XLOC_l2_005175
57086	CC2D2B
57087	XRCC4
57088	WDPCP
57089	C17orf74
57090	LOC100507464
57091	XLOC_002779
57092	CCR5
57093	LOC100507645
57094	PCP4
57095	USH1G
57096	CCDC3
57097	CLPTM1L
57098	LOC100132790
57099	XLOC_009752
57100	LOC285147
57102	RTBDN
57103	GSTTP2
57104	GALNT9
57105	LINC00202
57106	COPG2
57107	NEXN-AS1
57108	ANKRD60
57110	PHF2
57111	VIT
57112	LINC00485
57113	DCUN1D1
57114	MYH11
57115	IMMP2L
57116	TDG
57117	XLOC_l2_010679
57119	XLOC_006577
57120	XLOC_009830
57121	XLOC_012554
57122	RBM46
57123	CDK5R1
57124	UBE2E2
57125	XLOC_l2_015907
57126	SIAE
57127	ASAP1-IT1
57129	FCRL3
57131	TTN
57132	XLOC_012043
57133	CTAGE5
57134	LOC100507609
57135	XLOC_l2_009131
57136	C12orf10
57137	FCRL3
57139	LOC100507747
57140	XLOC_004528
57141	LOC285375
57142	IRAK1
57144	ALOX5
57145	XLOC_011193
57146	XLOC_003829
57148	RPL3L
57150	XLOC_011471
57151	NIN
57153	P4HB
57154	XLOC_011544
57155	TTC9
57156	GOLGA7B
57157	RBM8A
57158	XLOC_004908
57159	CPNE1
57160	LINC00302
57161	XLOC_010556
57162	CYTL1
57163	ELFN2
57164	LINC00346
57165	XLOC_008141
57166	CADM3
57167	LOC100506832
57168	KCTD9
57169	LOC400099
57170	GRB10
57171	EXOC6
57172	CACNA1B
57173	SNORA30
57174	XLOC_l2_006594
57175	SAMD3
57178	P39189
57179	CCNK
57181	HES3
57182	XLOC_007497
57184	LOC100505894
57185	FCRL5
57187	DCST1
57188	DPF3
57189	FAM180B
57190	NRG2
57191	TMEM147
57192	XLOC_006009
57193	C2orf29
57194	SELO
57195	DNM1P46
57196	OR2AE1
57197	RBFA
57200	KIAA1370
57201	ZNF281
57202	XLOC_010243
57203	LOC100505750
57204	AQP9
57205	RAB11FIP3
57206	CNTNAP5
57207	CDKN2B-AS
57208	XLOC_004448
57209	CLDN25
57210	GPR174
57211	XLOC_008343
57213	XLOC_009859
57214	B7H6
57216	RPLP0
57218	BBS5
57219	GALR2
57220	CLCC1
57221	FAM181B
57224	XLOC_l2_000253
57225	APPL2
57226	XLOC_007811
57227	NTM
57228	SLC2A8
57229	XLOC_007447
57230	C20orf26
57231	XLOC_l2_003647
57232	GLI2
57233	TPM4
57237	XLOC_000190
57238	SIGLEC7
57239	DHX16
57240	FAM13A
57241	PRIC285
57242	LRRK1
57244	LOC644246
57245	OR5B3
57246	ST14
57247	LOC643486
57248	HERC2
57249	FCRL1
57250	LOC100510007
57251	XLOC_010306
57252	ZNF625
57253	RPL7A
57254	XLOC_010503
57255	TP53RK
57256	XLOC_004847
57257	LOC100505913
57258	HS3ST4
57259	LOC389906
57260	APH1B
57261	XLOC_009515
57262	XLOC_013573
57263	S1PR5
57264	SSFA2
57265	XLOC_008414
57266	ENOPH1
57267	XLOC_l2_011908
57268	ARL6IP1
57269	CTR9
57270	DONSON
57271	TRIB3
57273	XLOC_003284
57274	KIT
57278	FTX
57279	XLOC_l2_008140
57280	XIRP2
57281	LOC100506235
57282	CARD17
57283	NCOR1
57287	PRSS45
57288	RCAN2
57289	TSPAN17
57290	NDUFB4
57291	CYP11B1
57292	XLOC_002883
57294	MPZ
57295	PCYT2
57296	ZNF134
57298	KCNK18
57299	C22orf26
57300	CFTR
57301	EPC2
57302	WFDC8
57304	LOC100506419
57305	DAB2IP
57306	HYDIN
57307	XLOC_l2_013873
57308	NAA50
57309	LOC728323
57310	SHC1
57311	RABIF
57312	LOC100288175
57314	CHIC2
57315	CEBPZ
57317	KCNMB3
57318	BRD9
57319	PCMT1
57320	PSMB2
57321	EIF2S2
57322	LRRC37BP1
57323	TRDMT1
57324	PPIP5K1
57325	LOC100507003
57327	FXYD5
57328	LOC729911
57329	COG5
57330	XGPY2
57331	MCOLN3
57332	SSFA2
57333	XLOC_000724
57334	XLOC_l2_006173
57335	XLOC_010257
57336	XLOC_014161
57337	RBBP5
57338	LOC390660
57339	XLOC_l2_010947
57340	XLOC_002043
57341	MBOAT4
57342	PMS2L2
57344	CEP89
57346	IGLL1
57347	SPINLW1-WFDC6
57348	RTN4RL2
57350	KIAA0586
57351	XLOC_011747
57352	KLK15
57353	FEM1A
57354	LOC100128429
57356	ABHD12B
57357	LOC730101
57358	SAMD7
57359	SUV39H2
57360	SDHC
57361	LCN1
57363	UCN2
57364	EVI5
57365	XLOC_009795
57366	XLOC_001690
57367	TNP1
57368	RNF183
57369	SHROOM3
57370	PDZRN4
57371	ANKRD18B
57373	MFN2
57374	PANK3
57375	HSD17B7
57376	CDH16
57377	PPP4R1L
57378	OLIG3
57380	USP53
57381	XLOC_l2_009658
57383	XLOC_l2_002502
57384	FAM188B
57385	LOC650623
57387	XLOC_l2_012473
57388	SNORA5C
57389	KLF11
57390	B4GALT3
57391	XLOC_l2_013302
57392	CAV2
57393	RND3
57394	XLOC_006702
57395	PPIL6
57396	XLOC_l2_008692
57397	LOC401177
57398	FGF1
57399	GNG11
57400	XLOC_004280
57401	MECP2
57402	EML5
57403	EXOC7
57404	XLOC_005254
57405	DEFA6
57406	PCDHGA5
57407	DNAJC30
57408	DSN1
57409	SUMF1
57411	ZNFX1-AS1
57412	CEACAM20
57413	XLOC_000675
57414	YPEL5
57415	XLOC_l2_009331
57416	HP1BP3
57418	XLOC_003201
57419	ANKRD36BP2
57420	FRMD3
57421	SRC
57422	TMEM179B
57423	BTF3
57424	UNKL
57425	MIP
57426	LOC100652911
57427	LOX
57428	SBF1P1
57430	HK1
57431	LOC100507127
57432	DKFZP434A062
57433	XLOC_002390
57435	XLOC_007357
57436	FAM134B
57437	LOC100128573
57439	C18orf34
57440	NLRP5
57441	INMT
57442	MCCC2
57443	BACE2
57444	LOC100508227
57445	BRCA1
57447	XLOC_004950
57449	MAST3
57450	INTS7
57451	RAB11FIP3
57452	C5orf30
57453	XLOC_l2_005644
57454	FTO
57455	KIAA1671
57456	PDLIM7
57457	ST13
57458	MDM2
57460	CHRDL2
57461	DKFZP434H168
57462	PGA3
57463	LOC152578
57464	CHRNA3
57466	XLOC_012979
57467	XLOC_006364
57468	CHERP
57469	XLOC_002706
57470	HORMAD1
57471	ERVMER34-1
57474	XLOC_011899
57475	XLOC_l2_012397
57476	KIAA0748
57478	ZNF541
57479	PLCG2
57481	SPP2
57482	LOC440173
57483	XLOC_004382
57484	SLC14A2
57486	XLOC_010123
57487	COPZ2
57489	XLOC_012725
57490	MINPP1
57491	LOC100507508
57493	SLC26A9
57494	XLOC_l2_004180
57496	CXorf36
57497	CACNA2D2
57498	XLOC_l2_007449
57499	CDK6
57500	TMEM37
57502	TRAF3IP3
57503	THAP8
57504	RUNDC3B
57505	PECR
57506	TBCD
57507	LOC389602
57508	LOC344887
57509	LBH
57510	OLAH
57511	XLOC_001964
57512	FUT11
57513	XLOC_005559
57514	TNFRSF10C
57515	HLA-DQB1
57516	FRMD5
57517	CFTR
57518	MYO1F
57519	NCK1
57520	PRAMEF19
57521	TMEM17
57522	MAN1A2
57523	XLOC_004740
57524	C6orf47
57525	RBPJL
57526	PPIA
57527	FAM195A
57528	LRRC7
57529	WSB2
57530	XLOC_010341
57532	XLOC_003293
57533	DOT1L
57534	KLHL22
57535	IGJ
57536	THEM4
57537	LOC284998
57538	ATP2B1
57539	WDR3
57541	SEC23B
57542	GRB10
57543	CRY1
57544	C19orf25
57545	MSTO1
57546	SPON2
57547	DDX26B
57548	TSPAN7
57549	H2AFX
57550	TOM1L2
57551	BAX
57552	SUMO3
57554	C4orf21
57555	ZMAT3
57556	TIGD1
57557	NARS
57558	XLOC_l2_009311
57559	UGT3A1
57560	XLOC_010419
57562	XLOC_013465
57564	RBBP7
57565	XLOC_l2_007286
57566	RSPH3
57567	IGFBP2
57568	FLJ45950
57569	PPIP5K2
57571	BIRC5
57572	XLOC_008099
57574	SLC40A1
57575	PCIF1
57577	EMR4P
57578	KNTC1
57579	LOC100508885
57580	LOC219690
57581	XLOC_012038
57582	LOC100505711
57583	XLOC_000480
57585	XLOC_001979
57586	XLOC_l2_010650
57587	CDKL3
57588	XLOC_003170
57589	XLOC_010252
57590	XLOC_008205
57591	XLOC_001946
57592	TM9SF2
57593	FTH1
57594	MMS19
57595	XLOC_l2_009968
57596	TBC1D9
57597	CYP2S1
57598	ZNF503
57599	XLOC_001374
57600	AAK1
57601	XLOC_002863
57602	XLOC_008777
57603	XLOC_l2_004596
57604	LOC100505601
57605	MYBPC1
57606	LOC100653210
57607	CLSPN
57608	CHPT1
57609	XLOC_l2_015438
57610	FAM59A
57611	SUCLA2
57612	IGFL4
57614	XLOC_008381
57615	ICAM5
57616	XLOC_008972
57617	APBA1
57618	CSN1S2AP
57619	MRPL43
57620	XLOC_013523
57621	XLOC_l2_000018
57622	C18orf54
57623	XLOC_008385
57624	XLOC_008652
57625	LOC732275
57627	PDPK1
57628	XLOC_003826
57630	RSPH1
57631	VPS13B
57632	LRRC6
57634	XLOC_004320
57635	SRP14
57636	TTC5
57637	LOC282997
57638	ARL13B
57640	NUTF2
57641	VASP
57642	XLOC_012120
57643	MTHFD2L
57645	URB2
57648	XLOC_008833
57649	BEST1
57650	PPP2R3A
57651	XLOC_005526
57652	ENAM
57653	BRI3
57654	XLOC_013567
57655	AAK1
57656	C21orf33
57658	GPRC5D
57659	MARCH7
57660	MYOT
57662	BRD1
57663	LOC283143
57664	XLOC_003063
57665	ENTPD5
57666	PLCL2
57667	TCEAL8
57669	CYP46A1
57670	XLOC_012617
57671	LOC100506835
57672	LOC255167
57673	CACNB4
57674	CRELD2
57675	XLOC_l2_003419
57676	CD19
57677	MYLPF
57678	XLOC_010023
57679	LINC00244
57680	TCF24
57681	ENAH
57682	TNS1
57683	C6orf147
57684	XLOC_l2_014830
57685	LOC100506082
57686	TMEFF2
57687	SEPT6
57688	CDK10
57690	SNORA46
57691	GNRH2
57692	SPC25
57693	XLOC_004691
57694	CRLF2
57695	ANKRD20A4
57696	LOC100133612
57697	LEPROT
57698	CREB3L4
57701	XLOC_010775
57702	MYO19
57703	FAM98A
57704	DDIT4
57705	SFXN5
57706	L2HGDH
57707	XLOC_002978
57708	SCOC
57709	FAM66D
57710	AATK
57711	PGK1
57712	LOC100287036
57713	XLOC_004984
57714	C10orf28
57715	FASLG
57717	TMEM189
57718	ZNF434
57719	HEPHL1
57720	TMEM11
57721	CXCL12
57722	XLOC_002204
57723	AAK1
57724	XLOC_014192
57725	XLOC_001847
57726	XLOC_012810
57727	XLOC_l2_014061
57728	RPS15AP10
57729	XLOC_006403
57731	TCEAL8
57732	C19orf29
57733	SAA4
57734	CRTC1
57735	TRIB2
57736	MYOT
57737	PHKA1
57738	TSSK4
57739	XLOC_005133
57740	XLOC_009341
57742	PCSK2
57743	B4GALT4
57744	GUCY2GP
57745	H2AFV
57746	MCOLN3
57747	TERF2IP
57748	GRIN2A
57749	SPRR2D
57750	PDIA2
57751	CCL24
57752	LOC100505718
57753	XLOC_005452
57754	LOC283728
57755	ANKRD28
57756	XLOC_006276
57758	KCNK18
57759	SCRN1
57760	TAF1
57762	FAM149B1
57763	LOC400891
57764	XLOC_012524
57765	VKORC1
57766	XLOC_004442
57767	C6orf99
57768	RAB17
57769	ZNF865
57770	XLOC_004832
57772	XLOC_l2_011043
57773	SYNRG
57774	LUC7L
57775	XLOC_008882
57776	OR1J2
57777	XLOC_005941
57778	DTHD1
57779	GNAI1
57780	ABCB8
57782	XLOC_012332
57783	OR1J1
57784	SCARNA23
57785	RBMS3
57786	LOC100287704
57787	XLOC_009706
57788	POM121L10P
57789	XLOC_005533
57790	XLOC_l2_011227
57792	ZNF542
57793	NEDD4
57794	JMY
57795	AZIN1
57796	XLOC_012517
57797	LUC7L
57798	XLOC_011828
57799	ZNF454
57800	MTMR4
